ID	payment_type	power_consumption	HHH	HGEW	MTREG0G	MTKAU0G	MTSTR0G	MTBEB0G	MTSTA0G	MTBON0G	MTADE0G	MTALT0G	MTFAM0G	MTKDI0G	MTKLE0G	MTKKL0G	MTKGB0G	MTKGL0G	SCMWGR2	SCMWGR3	SCMWGR4	SCMWGR5	SCMWGR6	SCMWGR7	SCMWGR21	SCMWGR22	PHARM1	PHARM2	PHARM3	PHARM4	PHARM5	PHARM6	canceler
12762	2	2418	1	0	16	-8	1	1	8	1	9	6	3	3	3	0	3	2	2	4	1	3	3	5	5	2	5	1	7	1	6	7	no
19877	2	1911	2	1	16	-6	3	1	9	4	9	4	1	7	5	3	7	0	1	3	5	1	4	1	1	1	7	6	2	4	3	6	no
27674	2	3175	3	0	15	-3	1	2	4	1	8	6	7	4	2	0	6	0	4	5	3	3	3	1	5	1	7	1	7	2	1	2	no
34630	2	1438																															no
32591	2	1515	5	0	12	-8	4	2	5	9	4	3	6	6	3	0	6	3	5	5	1	2	1	1	1	1	7	6	5	7	4	1	no
4198	1	3906	1	0	15	-8	1	1	9	1	9	6	8	9	1	0	8	3	1	5	1	2	4	1	2	2	7	1	6	1	4	7	no
14846	1	1941	2	1	15	-2	1	1	6	9	3	2	7	7	4	0	8	2	3	3	4	3	2	1	4	4	1	1	6	1	4	4	no
16054	2	2472																															no
26361	1	17336	2	1	16	-9	1	1	5	7	7	5	8	10	1	3	7	2	1	3	5	5	4	3	5	2	7	1	3	2	6	7	no
36508	2	33	1	0	16	-8	1	1	9	1	6	4	8	10	2	3	3	3	3	1	5	3	3	5	3	2	6	2	1	4	6	6	no
2249	2	3683	1	0	15	-7	4	1	5	1	8	5	8	9	1	6	3	1	2	5	1	5	3	3	2	3	3	6	7	1	4	6	no
31957	1	3164	3	2	14	-7	3	2	5	7	7	6	7	10	5	3	2	3	2	1	4	1	5	2	1	1	1	2	3	4	5	7	no
22894	2	3932	1	0	14	-9	1	1	1	1	6	4	8	10	2	3	4	1	2	1	5	5	3	3	1	4	6	1	6	3	5	7	no
15823	1	2243	4	3	14	-5	3	2	6	6	7	4	7	10	1	3	7	0	1	5	5	4	1	3	3	2	5	4	2	4	1	6	no
12681	1	5915	1	0	12	-4	3	1	6	1	8	5	7	10	3	0	6	0	1	1	4	3	1	2	1	3	6	4	6	6	1	1	no
16392	2	1813	6	0	14	-5	1	3	1	8	6	4	2	10	3	3	8	0	4	5	1	2	5	5	5	5	7	2	7	5	3	1	no
22752	1	4617																															no
38034	2	2263	2	0	15	-2	1	1	2	3	9	5	3	5	4	6	5	0	3	4	1	5	3	2	2	4	5	1	5	1	2	4	no
10426	2	6739																															no
5456	2	1492	2	0	15	-7	1	1	1	5	9	4	6	4	1	3	6	0	4	4	4	4	1	1	4	3	7	3	7	1	6	7	no
37439	2	2073	1	0	12	-5	3	1	4	5	8	3	9	6	3	0	2	0	2	1	1	1	4	3	1	5	7	4	5	5	1	1	no
10895	1	2849	1	0	16	-9	1	1	1	2	8	4	5	7	1	6	2	3	5	5	4	1	1	5	2	3	4	2	1	1	6	7	no
21326	2	1640																															no
37349	1	3025	1	0	14	-9	1	1	8	3	9	4	7	10	3	3	8	0	3	4	3	5	5	5	4	4	5	3	7	4	3	5	no
19100	1	4609	6	0	15	-5	1	3	2	6	4	4	3	6	2	0	8	2	3	2	4	3	5	3	1	4	7	5	6	4	4	6	no
14002	2	2922	1	0	14	-8	4	1	6	3	9	4	9	4	1	3	4	2	1	1	4	2	5	5	3	2	6	1	1	3	6	7	no
6306	2	4445	1	0	14	-5	3	1	6	4	6	4	8	8	2	3	8	0	2	4	3	4	1	5	2	2	6	3	7	5	1	2	no
12709	2	3369	1	0	15	-9	1	1	1	6	8	4	7	10	1	0	9	2	2	2	3	2	3	5	4	5	3	1	1	4	6	7	no
15688	2	281	3	1	13	-5	3	2	4	1	9	7	3	9	2	0	4	1	2	5	3	5	1	3	3	1	1	4	7	2	1	2	yes
23823	2	4210	1	0	13	-9	4	1	5	9	8	5	6	10	4	3	7	2	1	2	5	5	1	2	2	2	2	7	7	4	2	6	no
28383	2	1634	0	1	14	-8	1	0	2	1	8	5	8	10	1	0	5	1	4	2	4	1	2	5	5	1	7	2	7	5	2	5	no
2128	2	2119	2	1	16	-8	4	1	3	2	7	6	7	10	3	6	2	3	1	2	4	4	1	3	5	1	4	6	7	4	3	6	no
1125	2	2165	2	0	14	-8	3	1	5	2	9	5	8	7	1	6	3	0	4	5	1	1	1	4	1	4	1	2	6	4	1	5	no
24465	1	1030	6	0	14	-7	1	3	1	1	7	7	1	4	1		6	0	2	2	5	1	2	1	2	3	3	1	4	4	4	3	no
29762	2	1023	5	0	15	-3	1	2	3	5	4	4	5	4	7	0	7	3	1	4	3	4	3	3	2	2	3	1	7	1	4	5	no
19216	1	0	3	0	13	-6	3	2	9	5	7	3	8	6	1	0	3	1	5	2	3	4	2	2	4	1	7	1	7	2	1	2	no
38200	2	1977	1	0	16	-8	4	1	3	4	8	5	8	9	1		6	1															no
14521	2	1544	3	0	15	-8	1	2	6	1	6	6	7	5	2	0	5	2	3	5	3	1	1	2	3	2	7	1	3	1	4	7	no
30411	1	19	2	0	14	-8	1	1	1	1	5	4	5	9	2	3	6	1									6	3	7	4	1	5	no
24029	2	1884	7	1	16	-5	1	3	4	7	6	4	5	10	1		2	0															no
32541	1	2471	1	0	12	-5	1	1	9	5	6	4	7	9	2	3	6	1	5	5	1	4	5	5	5	2	7	2	7	6	1	1	no
8727	1	1538	1	0	14	-9	1	1	5	3	5	5	6	7	2		9	3															no
20239	1	380	1	1	16	-7	4	1	9	4	7	5	9	9	3	6	4	0	3	4	1	5	1	4	4	1	1	1	6	7	1	5	yes
12224	1	2294																															no
21547	2	1044	5	0	14	-2	1	2	5	5	7	4	6	9	5		3	2															no
9026	2	1123																															no
32217	2	4201	1	0	15	-9	1	1	1	1	9	5	7	8	1	0	7	3	5	1	1	4	4	2	3	2	6	1	2	1	2	7	yes
18931	2	1330	2	0	14	-9	4	1	5	1	8	6	3	2	1	6	9	0	1	5	5	1	5	1	2	2	5	1	7	1	3	7	no
12300	2	3752	2	0	16	-8	1	1	1	1	8	5	7	7	3	6	6	2	5	5	5	4	1	2	5	2	5	1	1	1	6	7	no
36410	1	880	6	1	14	-2	4	3	5	1	8	6	4	10	3	0	3	0	1	1	5	2	1	1	1	2	7	4	5	5	1	1	no
12136	2	1535	6	0	16	-2	1	3	5	1	5	6	4	7	7		5	0															no
2198	2	841	3	0	14	-6	2	2	8	7	7	4	7	5	3	3	8	0	1	5	5	5	4	5	3	3	1	1	1	7	1	7	no
12086	1	1713	1	0	16	-8	2	1	2	4	8	6	8	9	2	3	5	1	1	5	5	1	2	3	4	1	5	1	7	3	2	7	no
24544	2	1540	4	0	15	-6	1	2	3	7	2	5	1	2	1	6	9	0	1	1	5	2	1	1	2	5	2	1	7	1	6	7	no
8042	1	5237	1	0	12	-2	1	1	8	3	8	5	6	9	3	3	5	0	1	1	4	3	2	1	4	1	1	6	6	6	3	4	no
12968	1	1535	7	0	12	-7	1	3	2	8	8	3	4	9	1	0	6	0	4	5	2	1	3	4	3	3	6	2	7	5	1	4	no
16500	2	2673	1	0	14	-5	3	1	7	5	2	5	8	6	2	0	6	2	5	4	1	3	1	5	5	1	6	1	6	1	4	7	yes
29584	2	2637	1	0	16	-9	1	1	1	3	9	5	4	6	1		7	0															no
8249	2	6205	1	0	16	-8	1	1	5	1	8	7	5	8	5	6	6	2	2	4	5	4	3	4	1	2	5	2	1	1	6	6	no
36262	2	777	9	1	13	-6	1	3	4	3	8	5	1	7	2	0	7	0	4	2	2	1	4	2	2	2	4	5	1	1	7	6	no
6258	2	1332	10	0	13	-2	1	4	5	2	6	5	2	3	2	3	3	2	2	1	4	3	2	1	4	4	7	4	1	2	7	5	no
747	2	1126	6	0	14	-6	1	3	4	1	7	6	1	3	1	0	3	0	1	3	5	2	1	1	1	3	4	1	7	3	4	5	no
1244	2	1921	1	0	14	-8	1	1	3	3	3	4	8	2	1	0	9	0	1	4	5	5	5	3	3	5	6	1	1	6	5	7	no
33403	2	6767	1	0	16	-9	1	1	9	1	9	6	3	7	2		3	2															no
4372	1	2401	3	0	14	-8	1	2	1	8	2	2	8	9	2	6	2	1	4	1	4	2	2	2	1	1	2	2	6	1	6	7	no
1667	1	1889	7	0	13	-5	1	3	2	4	7	6	1	6	1	0	9	0	1	1	2	1	1	1	2	3	5	1	4	2	1	4	yes
5185	1	7335	2	1	16	-9	1	1	1	1	7	6	7	10	1		3	0															no
648	2	2193	1	0	15	-6	1	1	2	6	6	5	5	4	2	0	6	0	2	2	3	2	1	1	3	2	5	1	5	1	5	7	no
7486	1	1910	2	0	13	-2	1	1	5	5	5	5	5	1	2	3	1	0	1	4	5	1	4	3	1	5	1	1	2	3	5	7	no
1398	2	1265	3	0	16	-9	1	2	1	9	6	4	4	10	1		7	1															no
5788	1	3453	5	0	14	-7	1	2	4	8	5	5	3	4	2	3	5	0	1	2	5	1	1	4	2	2	2	1	4	4	5	6	no
30969	2	3749	1	0	16	-8	3	1	9	8	7	4	9	8	1	3	5	1	5	5	3	4	4	3	1	5	1	1	7	2	5	7	no
258	1	1788	6	0	14	-5	1	3	2	2	8	5	3	5	2	0	8	0	4	3	4	4	3	5	5	4	7	1	7	3	1	4	yes
211	1	2281	1	0	16	-7	1	1	6	2	7	3	7	7	3	0	8	1	5	1	5	2	1	5	3	2	6	1	3	2	5	7	no
11049	2	1698	2	0	14	-7	1	1	1	3	4	4	8	9	1	3	6	2	1	1	3	1	4	5	1	5	5	1	7	3	3	7	no
2387	2	2934	1	0	16	-9	1	1	1	1	9	6	5	5	1	0	5	0	5	4	3	2	2	1	2	1	2	1	7	1	6	6	no
35011	1	0	1	0	12	-7	1	1	5	3	8	5	8	4	3		8	0															no
27850	2	1193	1	1	16	-8	3	1	6	2	6	3	8	10	6	0	2	0	4	4	3	1	4	3	2	2	7	2	7	4	4	6	no
38141	1	1556	1	0	12	-9	1	1	2	7	9	6	7	1	1	3	9	0	4	1	2	4	3	2	2	1	3	3	3	4	1	6	no
9861	1	1121	6	0	16	-8	1	3	9	7	4	3	7	4	1	0	7	0	2	5	5	5	2	1	1	2	5	1	7	4	5	6	no
27209	2	3281	2	1	16	-9	3	1	4	6	1	5	6	9	3	0	2	3	1	2	4	4	1	2	4	3	2	5	6	4	1	7	no
15959	2	3894	1	0	13	-6	4	1	6	8	7	3	6	9	3	6	2	2	4	2	3	2	1	1	1	1	7	4	1	2	4	6	no
991	1	3136	1	0	13	-5	1	1	8	6	5	4	7	10	3	0	2	1	5	1	5	3	1	2	5	5	6	1	7	2	2	1	no
31301	2	1112	7	0	15	-6	3	3	4	8	8	6	1	2	3	0	9	0	1	4	5	5	2	1	2	1	7	4	2	7	1	7	no
29041	2	1475	1	0	16	-8	1	1	6	1	7	4	6	10	4		4	1															no
31150	2	6910	8	3	13	-6	3	3	5	2	5	6	2	6	2	3	3	2	3	1	5	1	5	4	4	5	5	4	2	4	3	6	no
22761	2	2643	2	0	14	-7	1	1	2	7	9	4	8	8	1		5	0															no
11248	1	1415	2	0	12	-5	1	1	9	2	6	5	6	7	6		2	1															no
14389	2	2870	8	0	13	-6	1	3	3	7	5	4	6	10	2	0	8	0	3	5	2	4	5	4	1	3	5	2	5	2	1	3	no
2140	2	2498																															no
21868	2	3041	1	0	16	-4	2	1	9	1	6	7	4	7	4	3	8	3	1	1	5	2	3	5	3	5	4	7	7	1	7	6	yes
9885	2	1971	6	1	15	-8	1	3	7	4	7	6	1	10	5	3	4	2	5	5	3	4	2	4	3	3	7	1	7	2	4	4	no
17665	2	4040	1	0	15	-3	1	1	4	2	6	5	7	4	1	3	3	0	5	2	4	2	1	4	4	2	6	1	7	1	4	7	no
19270	2	6093	1	0	16	-8	4	1	7	4	9	6	8	7	1	0	7	0	1	1	2	2	1	2	5	1	1	2	4	2	3	6	no
24608	2	9507	1	0	14	-7	1	1	2	1	9	5	9	10	2	3	5	1	4	1	1	4	4	4	2	2	4	2	7	5	3	1	no
16622	1	3712	1	0	12	-9	1	1	2	4	6	5	9	2	1	0	9	0	1	4	5	4	1	3	5	1	2	3	1	7	1	6	no
17963	2	2181	8	2	15	-6	1	3	7	5	7	3	4	10	3	0	5	0	1	3	4	3	1	4	1	2	5	4	2	5	3	6	no
2684	1	4166																															no
13812	2	2806	1	0	13	-6	1	1	5	5	9	4	7	1	2	0	1	0	3	4	4	1	5	2	2	3	6	3	2	1	6	7	no
29776	2	1682	1	1	12	-2	1	1	8	3	2	4	8	6	8	0	7	2	2	1	4	1	1	5	4	5	1	6	6	4	3	4	no
27471	2	912	3	0	12	-2	1	2	9	8	8	4	6	10	6		3	1															no
15216	2	1310	3	1	15	-6	1	2	3	8	8	3	3	6	3	0	7	2	5	5	2	2	5	5	4	1	6	1	4	3	6	7	no
2721	2	2081	8	0	16	-9	1	3	1	5	9	5	6	7	1	6	4	0	5	3	4	1	5	2	3	2	6	4	2	5	5	6	no
9285	2	1727	6	0	12	-2	1	3	7	2	6	5	3	6	6		1	0															no
15678	2	2591	1	0	14	-8	4	1	5	8	8	3	4	10	1	0	3	0	5	3	1	2	1	3	1	1	2	4	7	4	1	6	yes
11292	1	1048	5	1	16	-8	1	2	2	7	9	6	5	7	1	0	9	3	5	5	4	3	1	4	2	5	2	1	6	2	1	2	no
37971	2	4052	1	0	14	-8	1	1	2	1	6	4	7	7	3	0	6	1	1	1	5	3	3	1	3	5	5	1	1	7	3	6	no
36952	2	2790	1	0	16	-9	1	1	5	1	8	5	3	5	1	3	5	0	3	5	5	2	1	4	4	2	2	2	6	4	5	7	no
21124	2	4236	2	0	15	-7	1	1	1	1	4	4	7	10	3		5	0															no
22784	1	1954	1	0	16	-9	3	1	3	1	5	5	6	5	2	0	7	0	3	5	2	1	1	4	3	3	6	1	6	3	5	7	no
18096	2	2201	11	0	16	-8	1	4	5	4	4	4	3	7	2	0	2	0	4	5	2	4	5	4	2	3	4	2	5	2	1	6	no
13738	2	6198	1	0	14	-8	1	1	2	7	7	4	8	1	6	3	5	1	4	1	4	3	1	4	2	4	6	2	1	4	7	7	no
10919	2	1538	1	0	16	-7	1	1	1	5	7	3	4	2	3	6	9	2	5	5	4	5	1	5	5	1	7	2	7	4	2	6	no
2691	2	6576	2	0	15	-6	3	1	7	1	2	5	7	7	8	0	7	3	5	5	1	4	1	5	2	4	7	1	7	1	5	7	no
10332	2	2326	1	0	16	-8	1	1	1	1	9	5	4	9	1	0	5	0	4	1	5	3	3	2	1	4	1	1	1	3	7	7	no
27155	2	3267																															no
2629	2	6264	1	2	12	-9	4	1	9	3	9	5	8	9	3	6	7	0	3	1	4	1	1	1	2	4	6	4	7	1	1	4	no
13236	2	1202	0	1	14	-8	3	0	8	1	8	5	9	10	1	3	4	0	2	3	3	5	1	3	1	2	6	2	1	4	6	7	no
7514	2	829	7	1	15	-5	3	3	5	3	4	4	3	10	1	0	4	2	4	4	3	2	3	5	1	4	1	5	6	4	4	3	no
36599	1	1838	1	0	16	-6	1	1	3	1	7	5	6	8	1	3	4	0	2	1	3	2	3	2	2	2	6	1	1	3	6	7	yes
30047	1	4695	1	0	14	-7	4	1	9	3	7	4	8	9	2		7	1	2	5	3	1	4	4	4	4	7	3	2	4	3	4	no
1459	1	2972	1	0	16	-9	1	1	4	2	8	3	7	10	1	0	5	1	3	3	3	4	4	4	2	1	6	1	1	5	6	7	no
4209	2	3060	1	0	14	-8	1	1	1	1	4	4	3	1	6	3	5	1	3	2	3	3	3	4	4	2	6	1	1	3	6	7	no
14505	2	297	1	0	16	-9	2	1	2	2	8	5	4	10	2	0	4	1	1	5	5	5	1	2	5	1	1	1	6	4	1	7	no
38442	1	9719	1	0	12	-2	4	1	8	1	9	6	4	10	5	6	6	2	5	1	1	4	3	2	4	1	6	3	7	5	1	1	no
38001	1	1168	7	0	15	-5	1	3	5	4	8	3	1	8	2	0	6	0	1	4	1	3	3	5	2	3	2	1	7	3	2	6	no
9827	2	19	1	0	16	-9	3	1	6	7	8	5	9	8	2	3	4	0	4	1	4	3	1	2	3	3	7	1	7	1	6	7	no
20288	2	2095	1	0	11	-1	1	1	8	4	6	4	7	2	9		1	0															no
3198	2	5484	1	0	14	-9	1	1	1	9	2	3	3	8	4	0	7	0	3	4	1	2	1	2	1	1	1	4	7	4	1	6	no
5872	2	1072																															no
21246	2	5723	1	0	16	-6	1	1	1	2	9	4	7	9	2		3	0															no
20036	2	3802	1	0	16	-8	4	1	2	1	9	5	8	10	1	0	5	0	4	3	3	5	3	4	2	2	4	2	1	5	6	5	no
30063	2	1352	1	0	16	-9	1	1	6	6	5	4	8	10	1		7	1															no
12408	1	3941	1	0	14	-6	3	1	9	2	3	3	9	10	2		7	1															no
38361	2	3057	2	0	13	-3	1	1	8	1	8	4	8	9	2	3	4	3	4	3	4	4	1	3	2	2	7	2	2	4	6	5	no
21247	2	1626	1	0	16	-8	3	1	4	6	7	4	6	4	1	0	8	2	2	5	5	5	1	1	4	1	6	1	1	6	5	6	yes
21579	2	60	1	0	13	-5	1	1	4	5	6	4	3	7	6	0	4	0		5			1				7	3	1	6	3	5	no
30595	2	590	13	0	16	-8	1	4	1	6	9	6	2	1	9	0	1	0	1	5	1	5	5	5	1	5	4	1	5	7	1	7	yes
7385	2	2569	2	0	16	-9	3	1	2	1	7	6	6	9	3		6	3															yes
31782	2	1411	1	0	13	-5	1	1	9	7	7	3	8	9	2	3	7	0	4	2	1	5	5	1	2	3	1	1	7	2	4	6	no
38418	2	2997	1	0	16	-8	1	1	5	7	4	4	5	8	3	3	8	0	5	5	1	5	4	4	4	4	2	2	1	1	7	6	no
34098	2	683	3	1	16	-8	3	2	3	9	6	3	7	6	2	6	7	3	1	2	3	4	1	2	1	5	4	2	1	7	6	7	no
15220	2	5662																															no
19386	2	2330	1	0	16	-7	1	1	3	2	7	4	2	1	1	3	9	3									6	1	1	5	5	6	no
36060	2	1379																															no
15692	2	922	6	0	16	-8	1	3	1	1	8	6	2	1	1	3	1	0	5	5	2	1	5	5	1	3	3	1	3	2	2	7	no
22914	2	2216	1	1	14	-5	1	1	4	1	8	5	9	6	3	3	7	2	5	5	1	1	2	1	1	2	7	1	7	5	1	1	no
11048	1	2356	5	1	13	-7	4	2	6	9	3	1	7	5	3	3	4	0	3	5	1	1	1	5	2	2	5	1	7	6	6	7	no
6628	2	1083	3	0	12	-6	1	2	3	7	3	3	4	8	1		6	0															no
34767	2	1610	8	0	14	-8	1	3	4	2	9	5	3	3	2	3	2	0	5	4	4	3	4	3	3	4	5	1	6	2	2	6	no
14292	2	4420	3	0	14	-7	1	2	4	4	9	5	6	5	1	0	4	2	2	1	3	3	1	3	3	1	7	2	1	5	5	5	no
31110	2	2741	1	0	14	-5	3	1	3	1	7	7	5	5	1	0	2	2	1	1	1	1	2	2	4	5	7	2	1	5	3	4	no
1644	2	1760																															no
11158	2	1501	1	1	13	-4	4	1	8	2	8	5	5	10	5	3	1	1	1	1	5	5	4	3	4	1	7	3	1	2	6	1	no
7855	2	1499	6	0	15	-2	1	3	3	1	9	5	4	2	1		3	0															no
30944	2	2494																															yes
5178	2	2118	1	0	14	-6	1	1	4	4	9	4	9	8	3	0	2	0	1	1	4	1	5	1	3	4	4	2	6	5	7	6	no
20240	2	2301	2	0	16	-8	1	1	1	1	7	5	4	4	5		2	0															no
20229	2	505	1	0	16	-9	3	1	4	6	5	4	7	10	1	6	7	0	5	2	3	4	3	5	2	2	7	1	7	1	3	7	no
20477	2	3225	1	0	16	-9	1	1	1	2	5	5	5	3	1	6	7	0									2	1	6	1	5	7	no
33665	1	197	1	1	16	-8	3	1	7	4	7	4	8	3	3	3	5	0	5	3	1	3	1	5	1	1	5	1	3	4	2	7	no
8112	2	3358	1	0	14	-8	1	1	3	2	8	3	8	3	1	3	1	2	5	2	3	5	5	1	4	1	6	1	2	2	2	6	no
8383	2	1009	7	0	12	-5	1	3	5	3	8	7	1	1	1	6	3	0	2	2	3	4	1	1	1	3	7	1	7	3	1	1	no
2555	1	1123	1	0	13	-4	1	1	5	7	3	3	6	4	1	0	6	0	2	1	3	1	2	4	4	1	1	4	2	1	4	5	no
13233	2	4165	1	0	16	-7	1	1	1	2	5	5	1	2	1		2	0	1	3	5	5	1	1	1	1	6	1	1	5	5	7	no
14936	2	9810	1	0	13	-3	1	1	7	1	6	4	9	8	10	6	2	0	3	5	5	5	5	5	1	5	7	5	3	5	6	4	no
3806	2	2716	5	0	13	-3	1	2	5	4	9	4	4	1	1		6	0															no
15183	2	2034	9	0	16	-8	1	3	1	2	8	6	3	2	1	0	5	2	5	5	5	1	1	1	5	1	1	1	7	7	2	7	no
26625	1	2393	1	0	16	-7	1	1	4	9	7	3	7	2	1	6	4	0	3	3	2	5	3	3	2	1	3	1	1	1	7	7	no
3127	2	4354	1	1	16	-9	1	1	7	1	7	5	7	10	2	0	4	0	5	2	3	5	4	5	2	2	4	1	3	2	7	6	no
24754	2	4331	1	0	15	-6	3	1	7	2	6	6	7	9	3	3	6	2	5	4	3	2	4	5	5	3	7	4	5	2	7	7	no
12225	2	3446	1	0	14	-5	3	1	4	1	7	5	8	10	4	0	4	1	1	1	4	2	4	3	3	2	6	6	7	4	5	6	no
18025	2	3775	2	0	16	-9	3	1	5	4	7	5	7	5	7		1	3															no
29589	2	739	5	0	16	-9	1	2	2	3	3	6	4	6	3	3	2	3	5	2	5	3	1	3	5	2	6	1	6	7	1	3	no
308	2	7339	1	0	13	-3	1	1	3	1	9	6	2	8	1	0	2	0	1	1	4	3	2	4	5	3	6	7	7	5	6	3	yes
21697	2	2339	1	0	13	-4	1	1	4	5	9	7	9	6	4	0	2	2									7	1	7	4	1	6	no
38296	2	1477	2	0	16	-7	1	1	1	2	9	5	3	9	2	0	7	3	3	5	4	1	1	4	4	1	4	1	7	3	4	7	no
23456	2	2256	6	1	15	-9	1	3	4	3	8	5	3	10	5	3	6	0	1	1	4	2	1	1	4	4	3	1	6	2	2	6	no
23351	2	1362	6	0	15	-7	1	3	2	6	9	5	2	10	2	0	5	2	4	2	5	2	4	5	3	4	7	1	7	1	6	7	no
3674	1	27	1	2	16	-8	3	0	9	4	9	5	8	10	3	0	2	3	5	3	5	2	1	1	5	1	5	3	7	5	4	2	no
33682	2	4587	2	1	13	-9	3	1	8	1	8	4	7	10	2	0	2	2	5	1	3	5	4	1	5	1	4	1	3	1	2	6	yes
23303	2	3242																															no
28912	1	1706	2	1	14	-7	1	1	7	9	7	3	6	4	1	6	7	2	5	4	3	5	5	4	1	3	6	1	1	7	4	7	no
2662	1	3619	8	0	12	-3	1	3	7	9	6	4	7	8	4		2	1															yes
21885	2	4594	2	0	15	-6	3	1	8	7	8	4	7	7	4	0	5	0	1	4	2	4	5	5	3	5	6	6	7	5	4	3	no
33232	2	651	2	1	13	-9	3	1	6	4	7	3	7	9	3	0	2	3	5	1	3	4	1	1	5	3	4	1	7	1	5	7	no
6410	2	1261	7	0	13	-6	1	3	7	3	2	5	2	3	1	6	5	0	1	1	5	1	1	3	2	5	7	1	6	5	6	7	no
20995	2	1910	1	0	16	-9	3	1	6	3	9	4	5	8	2		2	3															no
34579	2	1995																															no
38236	2	592	5	1	11	-3	4	2	8	3	7	5	7	9	3	0	6	0	5	1	1	4	5	1	5	4	7	2	7	4	1	1	no
5117	2	1324																															no
7702	1	3449	3	0	14	-8	3	2	4	7	4	5	6	6	1		6	0															no
4894	1	3626	1	0	16	-9	3	1	2	1	9	5	6	10	1		3	1															no
33740	2	1310	4	0	14	-8	1	2	5	8	4	4	5	8	1	6	8	0	1	5	3	5	1	5	2	1	7	1	1	7	4	7	no
20109	2	1525	8	0	15	-5	1	3	2	3	7	4	4	8	1	0	2	0	3	1	4	1	5	5	1	2	7	4	2	7	3	6	no
34432	2	3147	4	1	14	-7	1	2	3	2	7	6	8	8	2	6	2	0	3	4	3	2	5	2	1	2	7	2	7	1	4	6	no
25046	2	2130	1	0	13	-5	1	1	5	2	5	5	6	10	2	3	3	1	2	3	4	1	1	3	4	4	7	1	1	5	5	6	no
9286	2	2073	2	1	14	-7	1	1	2	1	8	5	5	10	1	0	5	1	1	1	4	1	2	2	2	1	7	2	1	5	3	5	no
33372	2	441	3	1	13	-7	3	2	4	9	6	4	4	2	1	0	5	0	5	1	3	5	4	1	4	2	2	1	7	3	2	7	no
36854	1	1157																															no
35755	2	2381	1	0	16	-8	1	1	3	1	5	4	4	1	6		9	0															no
14747	2	3048	3	0	15	-6	4	2	2	6	7	5	6	7	2	3	7	1	5	3	1	3	5	4	4	1	6	1	4	2	6	7	yes
12805	2	1874	2	0	16	-8	1	1	1	1	9	5	6	4	3		5	3															no
22016	2	653	19	1	12	-7	1	4	2	2	5	5	2	10	2		2	0															no
10186	2	2226	1	0	16	-7	3	1	3	2	9	6	5	10	1	3	7	1	1	4	4	2	5	1	2	2	3	1	1	1	7	6	no
16004	1	5661	1	0	15	-7	1	1	2	2	9	5	3	3	1		7	0	1	5	4	5	2	1	4	1	4	2	1	1	7	6	yes
24065	2	2243	5	0	13	-4	1	2	4	3	8	6	3	5	1	0	8	0	1	1	5	5	4	1	1	2	1	5	4	3	1	3	no
9131	1	2791																															no
36644	1	0	1	0	16	-9	1	1	3	5	4	5	7	8	1	3	7	0	1	1	4	2	2	1	3	1	1	2	1	1	7	6	no
17861	1	1227	6	0	16	-8	3	3	1	1	9	6	3	4	1	3	1	0	5	1	3	1	3	3	5	1	7	1	7	2	1	6	no
31269	2	371	2	0	11	-3	3	1	8	4	8	5	5	1	4	6	1	0	1	4	5	3	1	1	4	1	4	6	7	5	1	2	no
30924	1	0	1	0	16	-8	2	1	8	2	4	6	5	7	5		2	0															no
27187	1	5388	1	0	16	-9	1	1	2	1	6	5	8	10	4	0	5	3		2			3				7	2	7	4	3	7	no
38413	2	444	2	1	15	-2	3	1	6	8	2	4	3	5	1	6	5	0	3	1	2	2	2	1	1	3	1	6	7	2	2	7	no
35680	1	0	3	0	14	-9	1	2	4	1	9	6	3	7	3	3	1	1	1	1	5	5	1	1	2	4	6	1	7	4	3	7	no
15374	2	7756	2	1	16	-7	3	1	4	3	6	3	9	10	2	0	4	1	3	3	5	4	1	5	5	3	5	1	6	1	7	7	no
38264	2	3762	1	0	14	-8	1	1	1	1	7	5	5	10	2	0	7	1	1	5	4	4	5	4	5	4	7	6	7	5	4	6	no
30680	2	6416	1	0	16	-8	1	1	9	1	4	5	2	3	4		1	0															no
10793	2	2076	1	0	16	-8	1	1	5	7	3	5	7	9	1	3	4	1	2	2	3	2	4	3	1	2	5	1	1	4	7	7	no
33534	2	2462	4	0	16	-2	3	2	2	7	3	4	2	7	2	0	8	0	2	5	2	3	4	5	1	2	3	1	7	2	4	5	no
21721	2	4495	1	0	16	-9	1	1	1	1	9	5	7	10	1	0	8	1	5	4	2	3	3	2	1	4	6	1	7	1	6	7	no
16648	2	5610	3	0	16	-8	3	2	4	8	7	3	7	3	7	0	4	0	1	3	5	1	4	4	3	3	5	1	7	5	2	4	no
35271	2	3363	1	0	12	-5	1	1	3	5	9	3	7	9	1		5	0															no
23574	2	3723	3	1	14	-5	2	2	5	7	4	3	1	3	5	3	4	0	2	5	4	1	1	5	4	2	3	1	6	7	2	5	no
27696	2	3449	1	0	14	-7	1	1	4	1	9	5	6	8	2	3	3	0	2	2	5	4	1	5	5	2	5	2	1	4	5	7	no
14784	2	1567	2	0	13	-2	3	1	8	8	9	5	4	7	3	0	3	3	1	5	3	5	2	3	3	5	6	5	3	2	6	3	no
14459	2	1037	2	0	16	-8	4	1	8	1	9	4	8	6	4	0	1	0	1	1	2	1	1	3	5	4	5	4	7	4	1	4	no
16472	2	2281	5	0	11	-4	1	2	6	2	4	4	3	9	3		3	1															no
